Região,Área,Pagamento,Opinião,Renda,Idade
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.96,25
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.96,25
Jaquereçaba,Jurídica e Contábil,Recursos próprios,Muito satisfeito,1.96,25
Aratibutantã,Educacional,Financiamento bancário,Indiferente,1.98,25
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Satisfeito,1.98,25
Baependinha,Jurídica e Contábil,Financiamento bancário,Muito satisfeito,1.98,25
Paranapitanga,Jurídica e Contábil,Recursos próprios,Muito satisfeito,1.98,25
Aratibutantã,Engenharia e Produção,Financiamento bancário,Satisfeito,1.99,25
Aratibutantã,Engenharia e Produção,Recursos próprios,Muito satisfeito,1.99,25
Paranapitanga,Jurídica e Contábil,Financiamento bancário,Indiferente,1.99,25
Aratibutantã,Computação e Matemática,Financiamento bancário,Satisfeito,2,25
Jaquereçaba,Jurídica e Contábil,Recursos próprios,Muito satisfeito,2,25
Aratibutantã,Jurídica e Contábil,Recursos próprios,Muito satisfeito,2.01,25
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Satisfeito,2.01,25
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Muito satisfeito,2.01,25
Aratibutantã,Jurídica e Contábil,Recursos próprios,Satisfeito,2.01,25
Baependinha,Jurídica e Contábil,Financiamento bancário,Satisfeito,2.01,25
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Muito satisfeito,2.03,25
Aratibutantã,Administração,Recursos próprios,Muito satisfeito,2.04,25
Jaquereçaba,Computação e Matemática,Recursos próprios,Muito satisfeito,2.04,25
Paranapitanga,Jurídica e Contábil,Financiamento bancário,Insatisfeito,2.04,25
Paranapitanga,Jurídica e Contábil,Recursos próprios,Insatisfeito,2.05,25
Paranapitanga,Jurídica e Contábil,Recursos próprios,Satisfeito,2.05,25
Aratibutantã,Computação e Matemática,Financiamento bancário,Satisfeito,2.07,25
Aratibutantã,Jurídica e Contábil,Recursos próprios,Satisfeito,2.07,25
Aratibutantã,Engenharia e Produção,Financiamento bancário,Insatisfeito,2.08,25
Aratibutantã,Engenharia e Produção,Recursos próprios,Muito satisfeito,2.08,25
Baependinha,Engenharia e Produção,Financiamento bancário,Satisfeito,2.09,25
Itamaracanã,Jurídica e Contábil,Recursos próprios,Muito satisfeito,2.09,25
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Satisfeito,2.11,25
Aratibutantã,Administração,Financiamento bancário,Indiferente,2.11,25
Aratibutantã,Jurídica e Contábil,Recursos próprios,Muito satisfeito,2.11,25
Jaquereçaba,Jurídica e Contábil,Recursos próprios,Muito satisfeito,2.11,25
Paranapitanga,Engenharia e Produção,Financiamento bancário,Indiferente,2.11,25
Aratibutantã,Jurídica e Contábil,Recursos próprios,Satisfeito,2.12,25
Jaquereçaba,Jurídica e Contábil,Recursos próprios,Satisfeito,2.12,25
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Satisfeito,2.13,25
Aratibutantã,Jurídica e Contábil,Financiamento bancário,,2.15,25
Baependinha,Jurídica e Contábil,Recursos próprios,Muito satisfeito,2.15,25
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Muito satisfeito,2.15,25
Jaquereçaba,Jurídica e Contábil,Recursos próprios,Indiferente,2.15,25
Paranapitanga,Jurídica e Contábil,Financiamento bancário,Satisfeito,2.15,25
Paranapitanga,Jurídica e Contábil,Recursos próprios,Insatisfeito,2.15,25
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Satisfeito,2.16,25
Aratibutantã,Jurídica e Contábil,Recursos próprios,Satisfeito,2.18,25
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Satisfeito,2.19,25
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Indiferente,2.22,25
Aratibutantã,Jurídica e Contábil,Recursos próprios,Satisfeito,2.22,25
Aratibutantã,Jurídica e Contábil,Recursos próprios,Muito satisfeito,2.23,25
Aratibutantã,Jurídica e Contábil,Recursos próprios,Muito satisfeito,2.23,25
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Satisfeito,2.25,25
Paranapitanga,Engenharia e Produção,Recursos próprios,Muito satisfeito,2.25,25
Aratibutantã,Jurídica e Contábil,Recursos próprios,Satisfeito,2.26,25
Paranapitanga,Administração,Recursos próprios,Satisfeito,2.26,25
Aratibutantã,Computação e Matemática,Financiamento bancário,Muito satisfeito,2.28,25
Aratibutantã,Engenharia e Produção,Financiamento bancário,Satisfeito,2.31,25
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Indiferente,2.31,25
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Satisfeito,2.32,25
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Satisfeito,2.34,25
Paranapitanga,Jurídica e Contábil,Recursos próprios,Insatisfeito,2.34,25
Aratibutantã,Jurídica e Contábil,Recursos próprios,Indiferente,2.35,25
Aratibutantã,Jurídica e Contábil,Recursos próprios,Satisfeito,2.35,25
Jaquereçaba,Jurídica e Contábil,Recursos próprios,Muito satisfeito,2.35,25
Paranapitanga,Engenharia e Produção,Recursos próprios,Muito satisfeito,2.35,25
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,2.37,25
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Satisfeito,2.37,25
Aratibutantã,Jurídica e Contábil,Recursos próprios,Muito satisfeito,2.37,25
Aratibutantã,Jurídica e Contábil,Recursos próprios,Muito satisfeito,2.37,25
Paranapitanga,Jurídica e Contábil,Financiamento bancário,Indiferente,2.37,25
Paranapitanga,Jurídica e Contábil,Recursos próprios,Satisfeito,2.37,25
Aratibutantã,Jurídica e Contábil,Recursos próprios,Muito satisfeito,2.39,25
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Muito satisfeito,2.39,25
Paranapitanga,Jurídica e Contábil,Financiamento bancário,Indiferente,2.39,25
Aratibutantã,Administração,Financiamento bancário,Muito satisfeito,2.4,25
Aratibutantã,Jurídica e Contábil,Recursos próprios,Indiferente,2.42,25
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Indiferente,2.42,25
Aratibutantã,Jurídica e Contábil,Recursos próprios,Indiferente,2.45,25
Aratibutantã,Administração,Recursos próprios,Muito satisfeito,2.45,25
Paranapitanga,Computação e Matemática,Recursos próprios,Satisfeito,2.45,25
Aratibutantã,Jurídica e Contábil,Recursos próprios,Satisfeito,2.48,25
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,2.48,25
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Muito satisfeito,2.5,25
Jaquereçaba,Jurídica e Contábil,Recursos próprios,Muito satisfeito,2.5,25
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Indiferente,2.52,25
Aratibutantã,Engenharia e Produção,Recursos próprios,Muito satisfeito,2.52,25
Aratibutantã,Jurídica e Contábil,Recursos próprios,Muito satisfeito,2.52,25
Paranapitanga,Jurídica e Contábil,Recursos próprios,Satisfeito,2.52,25
Paranapitanga,Engenharia e Produção,Financiamento bancário,Satisfeito,2.54,25
Paranapitanga,Engenharia e Produção,Recursos próprios,Muito satisfeito,2.54,25
Aratibutantã,Engenharia e Produção,Recursos próprios,Muito satisfeito,2.59,25
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Muito satisfeito,2.59,25
Paranapitanga,Jurídica e Contábil,Recursos próprios,Satisfeito,2.59,25
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Muito satisfeito,2.66,25
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Muito satisfeito,2.66,25
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Muito satisfeito,2.68,25
Aratibutantã,Jurídica e Contábil,Recursos próprios,Muito satisfeito,2.69,25
Paranapitanga,Jurídica e Contábil,Recursos próprios,Indiferente,2.69,25
Paranapitanga,Jurídica e Contábil,Recursos próprios,Satisfeito,2.69,25
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,2.7,25
Aratibutantã,Jurídica e Contábil,Recursos próprios,Satisfeito,2.71,25
Aratibutantã,Jurídica e Contábil,Recursos próprios,Muito satisfeito,2.73,25
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Satisfeito,2.75,25
Aratibutantã,Jurídica e Contábil,Recursos próprios,Insatisfeito,2.75,25
Paranapitanga,Administração,Recursos próprios,Muito satisfeito,2.75,25
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Indiferente,2.77,25
Aratibutantã,Jurídica e Contábil,Recursos próprios,Satisfeito,2.77,25
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Satisfeito,2.77,25
Paranapitanga,Jurídica e Contábil,Financiamento bancário,Indiferente,2.79,25
Aratibutantã,Engenharia e Produção,Financiamento bancário,Muito satisfeito,2.81,25
Aratibutantã,Jurídica e Contábil,Recursos próprios,Muito satisfeito,2.81,25
Aratibutantã,Jurídica e Contábil,Recursos próprios,Muito satisfeito,2.83,25
Aratibutantã,Jurídica e Contábil,Recursos próprios,Muito satisfeito,2.88,25
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Indiferente,2.9,25
Aratibutantã,Jurídica e Contábil,Recursos próprios,Satisfeito,2.9,25
Aratibutantã,Jurídica e Contábil,Recursos próprios,Muito satisfeito,2.94,25
Aratibutantã,Jurídica e Contábil,Recursos próprios,Muito satisfeito,2.94,25
Paranapitanga,Engenharia e Produção,Auxílio de familiares,Muito satisfeito,2.96,25
Aratibutantã,Jurídica e Contábil,Recursos próprios,Muito satisfeito,3.01,25
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,3.02,25
Aratibutantã,Jurídica e Contábil,Recursos próprios,Satisfeito,3.07,25
Aratibutantã,Jurídica e Contábil,Recursos próprios,,3.07,25
Aratibutantã,Jurídica e Contábil,Recursos próprios,Satisfeito,3.11,25
Baependinha,Jurídica e Contábil,Recursos próprios,Muito satisfeito,3.17,25
Aratibutantã,Jurídica e Contábil,Recursos próprios,Satisfeito,3.31,25
Paranapitanga,Jurídica e Contábil,Recursos próprios,Muito satisfeito,3.33,25
Paranapitanga,Jurídica e Contábil,Auxílio de familiares,Satisfeito,3.37,25
Aratibutantã,Jurídica e Contábil,Recursos próprios,,3.54,25
Paranapitanga,Jurídica e Contábil,Recursos próprios,Muito satisfeito,3.71,25
Paranapitanga,Jurídica e Contábil,Auxílio de familiares,Satisfeito,3.97,25
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Satisfeito,4.08,25
Paranapitanga,Jurídica e Contábil,Recursos próprios,Muito satisfeito,4.13,25
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Indiferente,4.16,25
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Insatisfeito,4.6,25
Jaquereçaba,Educacional,Bolsas de estudo,Insatisfeito,4.68,25
Jaquereçaba,Administração,Financiamento bancário,Insatisfeito,4.76,25
Aratibutantã,Jurídica e Contábil,Recursos próprios,Muito satisfeito,4.9,25
Aratibutantã,Administração,Financiamento bancário,Satisfeito,5,25
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Insatisfeito,5,25
Baependinha,Jurídica e Contábil,Bolsas de estudo,Muito insatisfeito,5.04,25
Aratibutantã,Engenharia e Produção,Financiamento bancário,Indiferente,5.92,25
Itamaracanã,Administração,Financiamento bancário,Indiferente,13.2,25
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Satisfeito,14.1,25
Paranapitanga,Engenharia e Produção,Recursos próprios,Muito satisfeito,27.7,25
Itamaracanã,Educacional,Incentivos federais,Muito insatisfeito,1.01,26
Itamaracanã,Educacional,Bolsas de estudo,Insatisfeito,1.02,26
Aratibutantã,Administração,Financiamento bancário,Muito insatisfeito,1.03,26
Itamaracanã,Educacional,Bolsas de estudo,Insatisfeito,1.03,26
Aratibutantã,Educacional,Bolsas de estudo,Muito insatisfeito,1.04,26
Baependinha,Educacional,Bolsas de estudo,Muito insatisfeito,1.04,26
Itamaracanã,Educacional,Financiamento bancário,Muito insatisfeito,1.04,26
Itamaracanã,Administração,Bolsas de estudo,Muito insatisfeito,1.04,26
Itamaracanã,Computação e Matemática,Bolsas de estudo,Muito insatisfeito,1.04,26
Jaquereçaba,Administração,Financiamento bancário,Muito insatisfeito,1.04,26
Jaquereçaba,Educacional,Bolsas de estudo,Muito insatisfeito,1.04,26
Baependinha,Engenharia e Produção,Financiamento bancário,Muito insatisfeito,1.05,26
Baependinha,Administração,Bolsas de estudo,Muito insatisfeito,1.05,26
Itamaracanã,Humanidades,Bolsas de estudo,Insatisfeito,1.05,26
Itamaracanã,Educacional,Bolsas de estudo,Muito insatisfeito,1.05,26
Itamaracanã,Engenharia e Produção,Bolsas de estudo,Muito insatisfeito,1.05,26
Baependinha,Educacional,Bolsas de estudo,Muito insatisfeito,1.06,26
Jaquereçaba,Educacional,Financiamento bancário,Insatisfeito,1.06,26
Baependinha,Administração,Financiamento bancário,Insatisfeito,1.07,26
Itamaracanã,Computação e Matemática,Bolsas de estudo,Muito insatisfeito,1.07,26
Itamaracanã,Administração,Bolsas de estudo,Muito insatisfeito,1.07,26
Jaquereçaba,Engenharia e Produção,,Muito insatisfeito,1.07,26
Paranapitanga,Computação e Matemática,Financiamento bancário,Muito insatisfeito,1.07,26
Baependinha,Administração,Bolsas de estudo,Muito insatisfeito,1.08,26
Baependinha,Administração,Bolsas de estudo,Muito insatisfeito,1.08,26
Baependinha,Educacional,Bolsas de estudo,Muito insatisfeito,1.08,26
Baependinha,Administração,Financiamento bancário,Muito insatisfeito,1.08,26
Baependinha,Educacional,Bolsas de estudo,Muito insatisfeito,1.08,26
Aratibutantã,Educacional,Financiamento bancário,Muito insatisfeito,1.09,26
Baependinha,Humanidades,Financiamento bancário,Insatisfeito,1.09,26
Itamaracanã,Engenharia e Produção,Bolsas de estudo,Muito insatisfeito,1.09,26
Baependinha,Computação e Matemática,Financiamento bancário,Muito insatisfeito,1.1,26
Itamaracanã,Computação e Matemática,Bolsas de estudo,Muito insatisfeito,1.1,26
Jaquereçaba,Administração,Financiamento bancário,Muito insatisfeito,1.1,26
Jaquereçaba,Administração,Bolsas de estudo,Muito insatisfeito,1.1,26
Baependinha,Administração,Bolsas de estudo,Muito insatisfeito,1.11,26
Baependinha,Engenharia e Produção,Financiamento bancário,Muito insatisfeito,1.11,26
Baependinha,Administração,Financiamento bancário,Insatisfeito,1.11,26
Baependinha,Administração,Bolsas de estudo,Muito insatisfeito,1.11,26
Itamaracanã,Educacional,Financiamento bancário,Insatisfeito,1.11,26
Itamaracanã,Jurídica e Contábil,Bolsas de estudo,Muito insatisfeito,1.11,26
Itamaracanã,Computação e Matemática,Financiamento bancário,Insatisfeito,1.11,26
Jaquereçaba,Administração,Financiamento bancário,Muito insatisfeito,1.11,26
Baependinha,Administração,Bolsas de estudo,Muito insatisfeito,1.12,26
Baependinha,Educacional,Financiamento bancário,Indiferente,1.12,26
Itamaracanã,Engenharia e Produção,Financiamento bancário,Muito insatisfeito,1.12,26
Jaquereçaba,Educacional,Financiamento bancário,Indiferente,1.12,26
Jaquereçaba,Administração,Bolsas de estudo,Muito insatisfeito,1.13,26
Aratibutantã,Engenharia e Produção,Financiamento bancário,Muito insatisfeito,1.14,26
Aratibutantã,Administração,Financiamento bancário,Muito insatisfeito,1.14,26
Aratibutantã,Administração,Financiamento bancário,Muito insatisfeito,1.14,26
Aratibutantã,Computação e Matemática,Financiamento bancário,Muito insatisfeito,1.14,26
Aratibutantã,Administração,Financiamento bancário,Indiferente,1.14,26
Baependinha,Administração,Bolsas de estudo,Muito insatisfeito,1.14,26
Baependinha,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.14,26
Baependinha,Engenharia e Produção,Financiamento bancário,Indiferente,1.14,26
Itamaracanã,Administração,Financiamento bancário,Insatisfeito,1.14,26
Itamaracanã,Engenharia e Produção,Bolsas de estudo,Muito insatisfeito,1.14,26
Jaquereçaba,Administração,Financiamento bancário,Insatisfeito,1.14,26
Jaquereçaba,Administração,Financiamento bancário,Insatisfeito,1.14,26
Aratibutantã,Educacional,Financiamento bancário,Satisfeito,1.15,26
Baependinha,Educacional,Bolsas de estudo,Insatisfeito,1.15,26
Baependinha,Administração,Financiamento bancário,Muito insatisfeito,1.15,26
Itamaracanã,Administração,Bolsas de estudo,Muito insatisfeito,1.15,26
Itamaracanã,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.15,26
Jaquereçaba,Administração,Bolsas de estudo,Muito insatisfeito,1.15,26
Paranapitanga,Engenharia e Produção,Financiamento bancário,Muito insatisfeito,1.15,26
Aratibutantã,Administração,Financiamento bancário,Muito insatisfeito,1.16,26
Baependinha,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.16,26
Baependinha,Educacional,Financiamento bancário,Insatisfeito,1.16,26
,Administração,Financiamento bancário,Muito insatisfeito,1.16,26
Aratibutantã,Educacional,Bolsas de estudo,Muito insatisfeito,1.17,26
Aratibutantã,Educacional,Financiamento bancário,Insatisfeito,1.17,26
Baependinha,Educacional,Financiamento bancário,Satisfeito,1.17,26
Jaquereçaba,Administração,Bolsas de estudo,Muito insatisfeito,1.17,26
Jaquereçaba,Administração,Financiamento bancário,Insatisfeito,1.17,26
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Indiferente,1.17,26
Aratibutantã,Educacional,Bolsas de estudo,Muito insatisfeito,1.18,26
Baependinha,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.18,26
Baependinha,Administração,Financiamento bancário,Satisfeito,1.18,26
Baependinha,Computação e Matemática,Bolsas de estudo,Muito insatisfeito,1.18,26
Baependinha,Administração,Bolsas de estudo,Muito insatisfeito,1.18,26
Itamaracanã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.18,26
Aratibutantã,Administração,Financiamento bancário,Muito insatisfeito,1.19,26
Itamaracanã,Jurídica e Contábil,Bolsas de estudo,Muito insatisfeito,1.19,26
Itamaracanã,Computação e Matemática,Financiamento bancário,Indiferente,1.19,26
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.19,26
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.2,26
Aratibutantã,Administração,Financiamento bancário,Muito insatisfeito,1.2,26
Baependinha,Educacional,Bolsas de estudo,Insatisfeito,1.2,26
Baependinha,Administração,Financiamento bancário,Muito insatisfeito,1.2,26
Baependinha,Engenharia e Produção,Financiamento bancário,Muito insatisfeito,1.2,26
Baependinha,Administração,Bolsas de estudo,Insatisfeito,1.2,26
Jaquereçaba,Administração,Financiamento bancário,Insatisfeito,1.2,26
Paranapitanga,Educacional,Financiamento bancário,Insatisfeito,1.2,26
Aratibutantã,Computação e Matemática,Financiamento bancário,Muito insatisfeito,1.21,26
Baependinha,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.21,26
Baependinha,Administração,Financiamento bancário,Insatisfeito,1.21,26
Itamaracanã,Engenharia e Produção,Financiamento bancário,Muito insatisfeito,1.21,26
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Muito insatisfeito,1.21,26
Aratibutantã,Computação e Matemática,Financiamento bancário,Insatisfeito,1.22,26
Aratibutantã,Educacional,Financiamento bancário,Muito insatisfeito,1.22,26
Aratibutantã,Administração,Financiamento bancário,Muito insatisfeito,1.22,26
Baependinha,Administração,Financiamento bancário,Indiferente,1.22,26
Baependinha,Administração,Financiamento bancário,Insatisfeito,1.22,26
Itamaracanã,Engenharia e Produção,Bolsas de estudo,Insatisfeito,1.22,26
Jaquereçaba,Engenharia e Produção,Bolsas de estudo,Muito insatisfeito,1.22,26
Jaquereçaba,Computação e Matemática,Financiamento bancário,Insatisfeito,1.22,26
Jaquereçaba,Computação e Matemática,Financiamento bancário,Indiferente,1.22,26
Aratibutantã,Engenharia e Produção,Financiamento bancário,Muito insatisfeito,1.23,26
Baependinha,Administração,Financiamento bancário,Insatisfeito,1.23,26
Aratibutantã,Administração,Financiamento bancário,Muito insatisfeito,1.24,26
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.24,26
Aratibutantã,Administração,Financiamento bancário,Insatisfeito,1.24,26
Aratibutantã,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.24,26
Aratibutantã,Engenharia e Produção,Financiamento bancário,Muito insatisfeito,1.24,26
Itamaracanã,Administração,Financiamento bancário,Muito insatisfeito,1.24,26
Itamaracanã,Administração,Bolsas de estudo,Insatisfeito,1.24,26
Jaquereçaba,Administração,Financiamento bancário,Insatisfeito,1.24,26
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.24,26
Jaquereçaba,Administração,Financiamento bancário,Muito insatisfeito,1.24,26
Paranapitanga,Computação e Matemática,Financiamento bancário,Muito insatisfeito,1.24,26
Aratibutantã,Administração,Financiamento bancário,Muito insatisfeito,1.25,26
Aratibutantã,Administração,Bolsas de estudo,Muito insatisfeito,1.25,26
Aratibutantã,Administração,Financiamento bancário,Insatisfeito,1.25,26
Aratibutantã,Humanidades,Financiamento bancário,Muito insatisfeito,1.25,26
Aratibutantã,Jurídica e Contábil,Recursos próprios,Indiferente,1.25,26
Baependinha,Computação e Matemática,Financiamento bancário,Indiferente,1.25,26
Baependinha,Administração,Financiamento bancário,Muito insatisfeito,1.25,26
Itamaracanã,Humanidades,Bolsas de estudo,Indiferente,1.25,26
Jaquereçaba,Administração,Financiamento bancário,Muito insatisfeito,1.25,26
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.25,26
Jaquereçaba,Administração,Bolsas de estudo,Muito insatisfeito,1.25,26
Aratibutantã,Computação e Matemática,Financiamento bancário,Muito insatisfeito,1.26,26
Aratibutantã,Administração,Financiamento bancário,Muito insatisfeito,1.26,26
Aratibutantã,Computação e Matemática,Financiamento bancário,Insatisfeito,1.26,26
Baependinha,Jurídica e Contábil,Financiamento bancário,Indiferente,1.26,26
Baependinha,Engenharia e Produção,Financiamento bancário,Muito insatisfeito,1.26,26
Baependinha,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.26,26
Itamaracanã,Administração,Financiamento bancário,Indiferente,1.26,26
Itamaracanã,Administração,Bolsas de estudo,Insatisfeito,1.26,26
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.26,26
Jaquereçaba,Engenharia e Produção,Bolsas de estudo,Muito insatisfeito,1.26,26
Aratibutantã,Engenharia e Produção,Financiamento bancário,Muito insatisfeito,1.27,26
Aratibutantã,Educacional,Financiamento bancário,Indiferente,1.27,26
Aratibutantã,Administração,Financiamento bancário,Indiferente,1.27,26
Baependinha,Administração,Financiamento bancário,Insatisfeito,1.27,26
Itamaracanã,Administração,Financiamento bancário,Satisfeito,1.27,26
Itamaracanã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.27,26
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.27,26
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.27,26
Jaquereçaba,Computação e Matemática,Financiamento bancário,Muito insatisfeito,1.27,26
Baependinha,Administração,Financiamento bancário,Insatisfeito,1.28,26
Baependinha,Engenharia e Produção,Financiamento bancário,Muito insatisfeito,1.28,26
Jaquereçaba,Computação e Matemática,Financiamento bancário,Insatisfeito,1.28,26
Jaquereçaba,Administração,Financiamento bancário,Insatisfeito,1.28,26
Jaquereçaba,Humanidades,Financiamento bancário,Indiferente,1.28,26
Jaquereçaba,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.28,26
,Jurídica e Contábil,Financiamento bancário,Indiferente,1.28,26
Aratibutantã,Engenharia e Produção,Financiamento bancário,Muito insatisfeito,1.29,26
Aratibutantã,Computação e Matemática,Financiamento bancário,Insatisfeito,1.29,26
Baependinha,Administração,Financiamento bancário,Indiferente,1.29,26
Baependinha,Administração,Financiamento bancário,Insatisfeito,1.29,26
Itamaracanã,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.29,26
Itamaracanã,Administração,Financiamento bancário,Insatisfeito,1.29,26
Jaquereçaba,Educacional,Financiamento bancário,Indiferente,1.29,26
Aratibutantã,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.3,26
Aratibutantã,Computação e Matemática,Financiamento bancário,Indiferente,1.3,26
Baependinha,Engenharia e Produção,Financiamento bancário,Insatisfeito,1.3,26
Baependinha,Educacional,Bolsas de estudo,Insatisfeito,1.3,26
Jaquereçaba,Administração,Financiamento bancário,Insatisfeito,1.3,26
Jaquereçaba,Administração,Bolsas de estudo,Insatisfeito,1.3,26
Jaquereçaba,Administração,Bolsas de estudo,Insatisfeito,1.3,26
Jaquereçaba,Educacional,Financiamento bancário,Satisfeito,1.3,26
Paranapitanga,Engenharia e Produção,Financiamento bancário,Muito insatisfeito,1.3,26
Aratibutantã,Administração,Financiamento bancário,Indiferente,1.31,26
Baependinha,Computação e Matemática,Financiamento bancário,Satisfeito,1.31,26
Baependinha,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.31,26
Baependinha,Administração,Financiamento bancário,Indiferente,1.31,26
Jaquereçaba,Administração,Financiamento bancário,Insatisfeito,1.31,26
Jaquereçaba,Humanidades,Financiamento bancário,Indiferente,1.31,26
Jaquereçaba,Administração,Financiamento bancário,Insatisfeito,1.31,26
Jaquereçaba,Computação e Matemática,Financiamento bancário,Indiferente,1.31,26
Aratibutantã,Computação e Matemática,Financiamento bancário,Muito insatisfeito,1.32,26
Aratibutantã,Computação e Matemática,Financiamento bancário,Insatisfeito,1.32,26
Aratibutantã,Administração,Financiamento bancário,Satisfeito,1.32,26
Itamaracanã,Jurídica e Contábil,Financiamento bancário,Insatisfeito,1.32,26
Itamaracanã,Engenharia e Produção,Financiamento bancário,Satisfeito,1.32,26
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Satisfeito,1.32,26
Jaquereçaba,Computação e Matemática,Financiamento bancário,Indiferente,1.32,26
Jaquereçaba,Administração,Financiamento bancário,Insatisfeito,1.32,26
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Muito insatisfeito,1.32,26
Aratibutantã,Computação e Matemática,Financiamento bancário,Insatisfeito,1.33,26
Aratibutantã,Engenharia e Produção,Financiamento bancário,Muito insatisfeito,1.33,26
Aratibutantã,Administração,Financiamento bancário,Indiferente,1.33,26
Itamaracanã,Administração,Financiamento bancário,Satisfeito,1.33,26
Jaquereçaba,Administração,Financiamento bancário,Insatisfeito,1.33,26
Jaquereçaba,Computação e Matemática,Financiamento bancário,Insatisfeito,1.33,26
Jaquereçaba,Administração,Financiamento bancário,Insatisfeito,1.33,26
Jaquereçaba,Computação e Matemática,Financiamento bancário,Muito insatisfeito,1.33,26
Aratibutantã,Administração,Financiamento bancário,Insatisfeito,1.34,26
Aratibutantã,Administração,Financiamento bancário,Indiferente,1.35,26
Baependinha,Administração,Financiamento bancário,Satisfeito,1.35,26
Baependinha,Engenharia e Produção,Financiamento bancário,Indiferente,1.35,26
Baependinha,Jurídica e Contábil,Financiamento bancário,Muito insatisfeito,1.35,26
Jaquereçaba,Educacional,Financiamento bancário,Muito insatisfeito,1.35,26
Jaquereçaba,Administração,Financiamento bancário,Indiferente,1.35,26
Aratibutantã,Administração,Financiamento bancário,Satisfeito,1.36,26
Aratibutantã,Computação e Matemática,Financiamento bancário,Insatisfeito,1.36,26
Aratibutantã,Educacional,Financiamento bancário,Satisfeito,1.36,26
Baependinha,Administração,Financiamento bancário,Satisfeito,1.36,26
Jaquereçaba,Jurídica e Contábil,Recursos próprios,Satisfeito,1.36,26
Jaquereçaba,Administração,Financiamento bancário,Indiferente,1.36,26
Jaquereçaba,Engenharia e Produção,Financiamento bancário,Indiferente,1.36,26
